Year,Country_of_Birth,Adoption_Type,Age_Group,Gender,Number
2017,Honduras,Total,18+,Female,0
2017,Honduras,Two-parent,Total,Total,0
2017,Honduras,Two-parent,Total,Male,0
2017,Honduras,Two-parent,Total,Female,0
2017,Honduras,Two-parent,0-17,Total,0
2017,Honduras,Two-parent,0-17,Male,0
2017,Honduras,Two-parent,0-17,Female,0
2017,Honduras,Two-parent,18+,Total,0
2017,Honduras,Two-parent,18+,Male,0
2017,Honduras,Two-parent,18+,Female,0
2017,Honduras,Single-parent,Total,Total,0
2017,Honduras,Single-parent,Total,Male,0
2017,Honduras,Single-parent,Total,Female,0
2017,Honduras,Single-parent,0-17,Total,0
2017,Honduras,Single-parent,0-17,Male,0
2017,Honduras,Single-parent,0-17,Female,0
2017,Honduras,Single-parent,18+,Total,0
2017,Honduras,Single-parent,18+,Male,0
2017,Honduras,Single-parent,18+,Female,0
2017,Jamaica,Total,Total,Total,0
2017,Jamaica,Total,Total,Male,0
2017,Jamaica,Total,Total,Female,0
2017,Jamaica,Total,0-17,Total,0
2017,Jamaica,Total,0-17,Male,0
2017,Jamaica,Total,0-17,Female,0
2017,Jamaica,Total,18+,Total,0
2017,Jamaica,Total,18+,Male,0
2017,Jamaica,Total,18+,Female,0
2017,Jamaica,Two-parent,Total,Total,0
2017,Jamaica,Two-parent,Total,Male,0
2017,Jamaica,Two-parent,Total,Female,0
2017,Jamaica,Two-parent,0-17,Total,0
2017,Jamaica,Two-parent,0-17,Male,0
2017,Jamaica,Two-parent,0-17,Female,0
2017,Jamaica,Two-parent,18+,Total,0
2017,Jamaica,Two-parent,18+,Male,0
2017,Jamaica,Two-parent,18+,Female,0
2017,Jamaica,Single-parent,Total,Total,0
2017,Jamaica,Single-parent,Total,Male,0
2017,Jamaica,Single-parent,Total,Female,0
2017,Jamaica,Single-parent,0-17,Total,0
2017,Jamaica,Single-parent,0-17,Male,0
2017,Jamaica,Single-parent,0-17,Female,0
2017,Jamaica,Single-parent,18+,Total,0
2017,Jamaica,Single-parent,18+,Male,0
2017,Jamaica,Single-parent,18+,Female,0
2017,Canada,Total,Total,Total,0
2017,Canada,Total,Total,Male,0
2017,Canada,Total,Total,Female,0
2017,Canada,Total,0-17,Total,0
2017,Canada,Total,0-17,Male,0
2017,Canada,Total,0-17,Female,0
2017,Canada,Total,18+,Total,0
2017,Canada,Total,18+,Male,0
2017,Canada,Total,18+,Female,0
2017,Canada,Two-parent,Total,Total,0
2017,Canada,Two-parent,Total,Male,0
2017,Canada,Two-parent,Total,Female,0
2017,Canada,Two-parent,0-17,Total,0
2017,Canada,Two-parent,0-17,Male,0
2017,Canada,Two-parent,0-17,Female,0
2017,Canada,Two-parent,18+,Total,0
2017,Canada,Two-parent,18+,Male,0
2017,Canada,Two-parent,18+,Female,0
2017,Canada,Single-parent,Total,Total,0
2017,Canada,Single-parent,Total,Male,0
2017,Canada,Single-parent,Total,Female,0
2017,Canada,Single-parent,0-17,Total,0
2017,Canada,Single-parent,0-17,Male,0
2017,Canada,Single-parent,0-17,Female,0
2017,Canada,Single-parent,18+,Total,0
2017,Canada,Single-parent,18+,Male,0
2017,Canada,Single-parent,18+,Female,0
2017,Colombia,Total,Total,Total,8
2017,Colombia,Total,Total,Male,5
2017,Colombia,Total,Total,Female,3
2017,Colombia,Total,0-17,Total,8
2017,Colombia,Total,0-17,Male,5
2017,Colombia,Total,0-17,Female,3
2017,Colombia,Total,18+,Total,0
2017,Colombia,Total,18+,Male,0
2017,Colombia,Total,18+,Female,0
2017,Colombia,Two-parent,Total,Total,8
2017,Colombia,Two-parent,Total,Male,5
2017,Colombia,Two-parent,Total,Female,3
2017,Colombia,Two-parent,0-17,Total,8
2017,Colombia,Two-parent,0-17,Male,5
2017,Colombia,Two-parent,0-17,Female,3
2017,Colombia,Two-parent,18+,Total,0
2017,Colombia,Two-parent,18+,Male,0
2017,Colombia,Two-parent,18+,Female,0
2017,Colombia,Single-parent,Total,Total,0
2017,Colombia,Single-parent,Total,Male,0
2017,Colombia,Single-parent,Total,Female,0
2017,Colombia,Single-parent,0-17,Total,0
2017,Colombia,Single-parent,0-17,Male,0
2017,Colombia,Single-parent,0-17,Female,0
2017,Colombia,Single-parent,18+,Total,0
2017,Colombia,Single-parent,18+,Male,0
2017,Colombia,Single-parent,18+,Female,0
2017,Cuba,Total,Total,Total,0
2017,Cuba,Total,Total,Male,0
2017,Cuba,Total,Total,Female,0
2017,Cuba,Total,0-17,Total,0
2017,Cuba,Total,0-17,Male,0
2017,Cuba,Total,0-17,Female,0
2017,Cuba,Total,18+,Total,0
2017,Cuba,Total,18+,Male,0
2017,Cuba,Total,18+,Female,0
2017,Cuba,Two-parent,Total,Total,0
2017,Cuba,Two-parent,Total,Male,0
2017,Cuba,Two-parent,Total,Female,0
2017,Cuba,Two-parent,0-17,Total,0
2017,Cuba,Two-parent,0-17,Male,0
2017,Cuba,Two-parent,0-17,Female,0
2017,Cuba,Two-parent,18+,Total,0
2017,Cuba,Two-parent,18+,Male,0
2017,Cuba,Two-parent,18+,Female,0
2017,Cuba,Single-parent,Total,Total,0
2017,Cuba,Single-parent,Total,Male,0
2017,Cuba,Single-parent,Total,Female,0
2017,Cuba,Single-parent,0-17,Total,0
2017,Cuba,Single-parent,0-17,Male,0
2017,Cuba,Single-parent,0-17,Female,0
2017,Cuba,Single-parent,18+,Total,0
2017,Cuba,Single-parent,18+,Male,0
2017,Cuba,Single-parent,18+,Female,0
2017,Mexico,Total,Total,Total,0
2017,Mexico,Total,Total,Male,0
2017,Mexico,Total,Total,Female,0
2017,Mexico,Total,0-17,Total,0
2017,Mexico,Total,0-17,Male,0
2017,Mexico,Total,0-17,Female,0
2017,Mexico,Total,18+,Total,0
2017,Mexico,Total,18+,Male,0
2017,Mexico,Total,18+,Female,0
2017,Mexico,Two-parent,Total,Total,0
2017,Mexico,Two-parent,Total,Male,0
2017,Mexico,Two-parent,Total,Female,0
2017,Mexico,Two-parent,0-17,Total,0
2017,Mexico,Two-parent,0-17,Male,0
2017,Mexico,Two-parent,0-17,Female,0
2017,Mexico,Two-parent,18+,Total,0
2017,Mexico,Two-parent,18+,Male,0
2017,Mexico,Two-parent,18+,Female,0
2017,Mexico,Single-parent,Total,Total,0
2017,Mexico,Single-parent,Total,Male,0
2017,Mexico,Single-parent,Total,Female,0
2017,Mexico,Single-parent,0-17,Total,0
2017,Mexico,Single-parent,0-17,Male,0
2017,Mexico,Single-parent,0-17,Female,0
2017,Mexico,Single-parent,18+,Total,0
2017,Mexico,Single-parent,18+,Male,0
2017,Mexico,Single-parent,18+,Female,0
2017,Nicaragua,Total,Total,Total,0
2017,Nicaragua,Total,Total,Male,0
2017,Nicaragua,Total,Total,Female,0
2017,Nicaragua,Total,0-17,Total,0
2017,Nicaragua,Total,0-17,Male,0
2017,Nicaragua,Total,0-17,Female,0
2017,Nicaragua,Total,18+,Total,0
2017,Nicaragua,Total,18+,Male,0
2017,Nicaragua,Total,18+,Female,0
2017,Nicaragua,Two-parent,Total,Total,0
2017,Nicaragua,Two-parent,Total,Male,0
2017,Nicaragua,Two-parent,Total,Female,0
2017,Nicaragua,Two-parent,0-17,Total,0
2017,Nicaragua,Two-parent,0-17,Male,0
2017,Nicaragua,Two-parent,0-17,Female,0
2017,Nicaragua,Two-parent,18+,Total,0
2017,Nicaragua,Two-parent,18+,Male,0
2017,Nicaragua,Two-parent,18+,Female,0
2017,Nicaragua,Single-parent,Total,Total,0
2017,Nicaragua,Single-parent,Total,Male,0
2017,Nicaragua,Single-parent,Total,Female,0
2017,Nicaragua,Single-parent,0-17,Total,0
2017,Nicaragua,Single-parent,0-17,Male,0
2017,Nicaragua,Single-parent,0-17,Female,0
2017,Nicaragua,Single-parent,18+,Total,0
2017,Nicaragua,Single-parent,18+,Male,0
2017,Nicaragua,Single-parent,18+,Female,0
2017,Panama,Total,Total,Total,0
2017,Panama,Total,Total,Male,0
2017,Panama,Total,Total,Female,0
2017,Panama,Total,0-17,Total,0
2017,Panama,Total,0-17,Male,0
2017,Panama,Total,0-17,Female,0
2017,Panama,Total,18+,Total,0
2017,Panama,Total,18+,Male,0
2017,Panama,Total,18+,Female,0
2017,Panama,Two-parent,Total,Total,0
2017,Panama,Two-parent,Total,Male,0
2017,Panama,Two-parent,Total,Female,0
2017,Panama,Two-parent,0-17,Total,0
2017,Panama,Two-parent,0-17,Male,0
2017,Panama,Two-parent,0-17,Female,0
2017,Panama,Two-parent,18+,Total,0
2017,Panama,Two-parent,18+,Male,0
2017,Panama,Two-parent,18+,Female,0
2017,Panama,Single-parent,Total,Total,0
2017,Panama,Single-parent,Total,Male,0
2017,Panama,Single-parent,Total,Female,0
2017,Panama,Single-parent,0-17,Total,0
2017,Panama,Single-parent,0-17,Male,0
2017,Panama,Single-parent,0-17,Female,0
2017,Panama,Single-parent,18+,Total,0
2017,Panama,Single-parent,18+,Male,0
2017,Panama,Single-parent,18+,Female,0
2017,Paraguay,Total,Total,Total,0
2017,Paraguay,Total,Total,Male,0
2017,Paraguay,Total,Total,Female,0
2017,Paraguay,Total,0-17,Total,0
2017,Paraguay,Total,0-17,Male,0
2017,Paraguay,Total,0-17,Female,0
2017,Paraguay,Total,18+,Total,0
2017,Paraguay,Total,18+,Male,0
2017,Paraguay,Total,18+,Female,0
2017,Paraguay,Two-parent,Total,Total,0
2017,Paraguay,Two-parent,Total,Male,0
2017,Paraguay,Two-parent,Total,Female,0
2017,Paraguay,Two-parent,0-17,Total,0
2017,Paraguay,Two-parent,0-17,Male,0
2017,Paraguay,Two-parent,0-17,Female,0
2017,Paraguay,Two-parent,18+,Total,0
2017,Paraguay,Two-parent,18+,Male,0
2017,Paraguay,Two-parent,18+,Female,0
2017,Paraguay,Single-parent,Total,Total,0
2017,Paraguay,Single-parent,Total,Male,0
2017,Paraguay,Single-parent,Total,Female,0
2017,Paraguay,Single-parent,0-17,Total,0
2017,Paraguay,Single-parent,0-17,Male,0
2017,Paraguay,Single-parent,0-17,Female,0
2017,Paraguay,Single-parent,18+,Total,0
2017,Paraguay,Single-parent,18+,Male,0
2017,Paraguay,Single-parent,18+,Female,0
2017,Peru,Total,Total,Total,0
2017,Peru,Total,Total,Male,0
2017,Peru,Total,Total,Female,0
2017,Peru,Total,0-17,Total,0
2017,Peru,Total,0-17,Male,0
2017,Peru,Total,0-17,Female,0
2017,Peru,Total,18+,Total,0
2017,Peru,Total,18+,Male,0
2017,Peru,Total,18+,Female,0
2017,Peru,Two-parent,Total,Total,0
2017,Peru,Two-parent,Total,Male,0
2017,Peru,Two-parent,Total,Female,0
2017,Peru,Two-parent,0-17,Total,0
2017,Peru,Two-parent,0-17,Male,0
2017,Peru,Two-parent,0-17,Female,0
2017,Peru,Two-parent,18+,Total,0
2017,Peru,Two-parent,18+,Male,0
2017,Peru,Two-parent,18+,Female,0
2017,Peru,Single-parent,Total,Total,0
2017,Peru,Single-parent,Total,Male,0
2017,Peru,Single-parent,Total,Female,0
2017,Peru,Single-parent,0-17,Total,0
2017,Peru,Single-parent,0-17,Male,0
2017,Peru,Single-parent,0-17,Female,0
2017,Peru,Single-parent,18+,Total,0
2017,Peru,Single-parent,18+,Male,0
2017,Peru,Single-parent,18+,Female,0
2017,Saint Kitts and Nevis,Total,Total,Total,0
2017,Saint Kitts and Nevis,Total,Total,Male,0
2017,Saint Kitts and Nevis,Total,Total,Female,0
2017,Saint Kitts and Nevis,Total,0-17,Total,0
2017,Saint Kitts and Nevis,Total,0-17,Male,0
2017,Saint Kitts and Nevis,Total,0-17,Female,0
2017,Saint Kitts and Nevis,Total,18+,Total,0
2017,Saint Kitts and Nevis,Total,18+,Male,0
2017,Saint Kitts and Nevis,Total,18+,Female,0
2017,Saint Kitts and Nevis,Two-parent,Total,Total,0
2017,Saint Kitts and Nevis,Two-parent,Total,Male,0
2017,Saint Kitts and Nevis,Two-parent,Total,Female,0
2017,Saint Kitts and Nevis,Two-parent,0-17,Total,0
2017,Saint Kitts and Nevis,Two-parent,0-17,Male,0
2017,Saint Kitts and Nevis,Two-parent,0-17,Female,0
2017,Saint Kitts and Nevis,Two-parent,18+,Total,0
2017,Saint Kitts and Nevis,Two-parent,18+,Male,0
2017,Saint Kitts and Nevis,Two-parent,18+,Female,0
2017,Saint Kitts and Nevis,Single-parent,Total,Total,0
2017,Saint Kitts and Nevis,Single-parent,Total,Male,0
2017,Saint Kitts and Nevis,Single-parent,Total,Female,0
2017,Saint Kitts and Nevis,Single-parent,0-17,Total,0
2017,Saint Kitts and Nevis,Single-parent,0-17,Male,0
2017,Saint Kitts and Nevis,Single-parent,0-17,Female,0
2017,Saint Kitts and Nevis,Single-parent,18+,Total,0
2017,Saint Kitts and Nevis,Single-parent,18+,Male,0
2017,Saint Kitts and Nevis,Single-parent,18+,Female,0
2017,Saint Lucia,Total,Total,Total,0
2017,Saint Lucia,Total,Total,Male,0
2017,Saint Lucia,Total,Total,Female,0
2017,Saint Lucia,Total,0-17,Total,0
2017,Saint Lucia,Total,0-17,Male,0
2017,Saint Lucia,Total,0-17,Female,0
2017,Saint Lucia,Total,18+,Total,0
2017,Saint Lucia,Total,18+,Male,0
2017,Saint Lucia,Total,18+,Female,0
2017,Saint Lucia,Two-parent,Total,Total,0
2017,Saint Lucia,Two-parent,Total,Male,0
2017,Saint Lucia,Two-parent,Total,Female,0
2017,Saint Lucia,Two-parent,0-17,Total,0
2017,Saint Lucia,Two-parent,0-17,Male,0
2017,Saint Lucia,Two-parent,0-17,Female,0
2017,Saint Lucia,Two-parent,18+,Total,0
2017,Saint Lucia,Two-parent,18+,Male,0
2017,Saint Lucia,Two-parent,18+,Female,0
2017,Saint Lucia,Single-parent,Total,Total,0
2017,Saint Lucia,Single-parent,Total,Male,0
2017,Saint Lucia,Single-parent,Total,Female,0
2017,Saint Lucia,Single-parent,0-17,Total,0
2017,Saint Lucia,Single-parent,0-17,Male,0
2017,Saint Lucia,Single-parent,0-17,Female,0
2017,Saint Lucia,Single-parent,18+,Total,0
2017,Saint Lucia,Single-parent,18+,Male,0
2017,Saint Lucia,Single-parent,18+,Female,0
2017,Saint Vincent and the Grenadines,Total,Total,Total,0
2017,Saint Vincent and the Grenadines,Total,Total,Male,0
2017,Saint Vincent and the Grenadines,Total,Total,Female,0
2017,Saint Vincent and the Grenadines,Total,0-17,Total,0
2017,Saint Vincent and the Grenadines,Total,0-17,Male,0
2017,Saint Vincent and the Grenadines,Total,0-17,Female,0
2017,Saint Vincent and the Grenadines,Total,18+,Total,0
2017,Saint Vincent and the Grenadines,Total,18+,Male,0
2017,Saint Vincent and the Grenadines,Total,18+,Female,0
2017,Saint Vincent and the Grenadines,Two-parent,Total,Total,0
2017,Saint Vincent and the Grenadines,Two-parent,Total,Male,0
2017,Saint Vincent and the Grenadines,Two-parent,Total,Female,0
2017,Saint Vincent and the Grenadines,Two-parent,0-17,Total,0
2017,Saint Vincent and the Grenadines,Two-parent,0-17,Male,0
2017,Saint Vincent and the Grenadines,Two-parent,0-17,Female,0
2017,Saint Vincent and the Grenadines,Two-parent,18+,Total,0
2017,Saint Vincent and the Grenadines,Two-parent,18+,Male,0
2017,Saint Vincent and the Grenadines,Two-parent,18+,Female,0
2017,Saint Vincent and the Grenadines,Single-parent,Total,Total,0
2017,Saint Vincent and the Grenadines,Single-parent,Total,Male,0
2017,Saint Vincent and the Grenadines,Single-parent,Total,Female,0
2017,Saint Vincent and the Grenadines,Single-parent,0-17,Total,0
2017,Saint Vincent and the Grenadines,Single-parent,0-17,Male,0
2017,Saint Vincent and the Grenadines,Single-parent,0-17,Female,0
2017,Saint Vincent and the Grenadines,Single-parent,18+,Total,0
2017,Saint Vincent and the Grenadines,Single-parent,18+,Male,0
2017,Saint Vincent and the Grenadines,Single-parent,18+,Female,0
2017,Suriname,Total,Total,Total,0
2017,Suriname,Total,Total,Male,0
2017,Suriname,Total,Total,Female,0
2017,Suriname,Total,0-17,Total,0
2017,Suriname,Total,0-17,Male,0
2017,Suriname,Total,0-17,Female,0
2017,Suriname,Total,18+,Total,0
2017,Suriname,Total,18+,Male,0
2017,Suriname,Total,18+,Female,0
2017,Suriname,Two-parent,Total,Total,0
2017,Suriname,Two-parent,Total,Male,0
2017,Suriname,Two-parent,Total,Female,0
2017,Suriname,Two-parent,0-17,Total,0
2017,Suriname,Two-parent,0-17,Male,0
2017,Suriname,Two-parent,0-17,Female,0
2017,Suriname,Two-parent,18+,Total,0
2017,Suriname,Two-parent,18+,Male,0
2017,Suriname,Two-parent,18+,Female,0
2017,Suriname,Single-parent,Total,Total,0
2017,Suriname,Single-parent,Total,Male,0
2017,Suriname,Single-parent,Total,Female,0
2017,Suriname,Single-parent,0-17,Total,0
2017,Suriname,Single-parent,0-17,Male,0
2017,Suriname,Single-parent,0-17,Female,0
2017,Suriname,Single-parent,18+,Total,0
2017,Suriname,Single-parent,18+,Male,0
2017,Suriname,Single-parent,18+,Female,0
2017,Trinidad and Tobago,Total,Total,Total,1
2017,Trinidad and Tobago,Total,Total,Male,0
2017,Trinidad and Tobago,Total,Total,Female,1
2017,Trinidad and Tobago,Total,0-17,Total,1
2017,Trinidad and Tobago,Total,0-17,Male,0
2017,Trinidad and Tobago,Total,0-17,Female,1
2017,Trinidad and Tobago,Total,18+,Total,0
2017,Trinidad and Tobago,Total,18+,Male,0
2017,Trinidad and Tobago,Total,18+,Female,0
2017,Trinidad and Tobago,Two-parent,Total,Total,0
2017,Trinidad and Tobago,Two-parent,Total,Male,0
2017,Trinidad and Tobago,Two-parent,Total,Female,0
2017,Trinidad and Tobago,Two-parent,0-17,Total,0
2017,Trinidad and Tobago,Two-parent,0-17,Male,0
2017,Trinidad and Tobago,Two-parent,0-17,Female,0
2017,Trinidad and Tobago,Two-parent,18+,Total,0
2017,Trinidad and Tobago,Two-parent,18+,Male,0
2017,Trinidad and Tobago,Two-parent,18+,Female,0
2017,Trinidad and Tobago,Single-parent,Total,Total,1
2017,Trinidad and Tobago,Single-parent,Total,Male,0
2017,Trinidad and Tobago,Single-parent,Total,Female,1
2017,Trinidad and Tobago,Single-parent,0-17,Total,1
2017,Trinidad and Tobago,Single-parent,0-17,Male,0
2017,Trinidad and Tobago,Single-parent,0-17,Female,1
2017,Trinidad and Tobago,Single-parent,18+,Total,0
2017,Trinidad and Tobago,Single-parent,18+,Male,0
2017,Trinidad and Tobago,Single-parent,18+,Female,0
2017,Uruguay,Total,Total,Total,0
2017,Uruguay,Total,Total,Male,0
2017,Uruguay,Total,Total,Female,0
2017,Uruguay,Total,0-17,Total,0
2017,Uruguay,Total,0-17,Male,0
2017,Uruguay,Total,0-17,Female,0
2017,Uruguay,Total,18+,Total,0
2017,Uruguay,Total,18+,Male,0
2017,Uruguay,Total,18+,Female,0
2017,Uruguay,Two-parent,Total,Total,0
2017,Uruguay,Two-parent,Total,Male,0
2017,Uruguay,Two-parent,Total,Female,0
2017,Uruguay,Two-parent,0-17,Total,0
2017,Uruguay,Two-parent,0-17,Male,0
2017,Uruguay,Two-parent,0-17,Female,0
2017,Uruguay,Two-parent,18+,Total,0
2017,Uruguay,Two-parent,18+,Male,0
2017,Uruguay,Two-parent,18+,Female,0
2017,Uruguay,Single-parent,Total,Total,0
2017,Uruguay,Single-parent,Total,Male,0
2017,Uruguay,Single-parent,Total,Female,0
2017,Uruguay,Single-parent,0-17,Total,0
2017,Uruguay,Single-parent,0-17,Male,0
2017,Uruguay,Single-parent,0-17,Female,0
2017,Uruguay,Single-parent,18+,Total,0
2017,Uruguay,Single-parent,18+,Male,0
2017,Uruguay,Single-parent,18+,Female,0
2017,Venezuela,Total,Total,Total,0
2017,Venezuela,Total,Total,Male,0
2017,Venezuela,Total,Total,Female,0
2017,Venezuela,Total,0-17,Total,0
2017,Venezuela,Total,0-17,Male,0
2017,Venezuela,Total,0-17,Female,0
2017,Venezuela,Total,18+,Total,0
2017,Venezuela,Total,18+,Male,0
2017,Venezuela,Total,18+,Female,0
2017,Venezuela,Two-parent,Total,Total,0
2017,Venezuela,Two-parent,Total,Male,0
2017,Venezuela,Two-parent,Total,Female,0
2017,Venezuela,Two-parent,0-17,Total,0
2017,Venezuela,Two-parent,0-17,Male,0
2017,Venezuela,Two-parent,0-17,Female,0
2017,Venezuela,Two-parent,18+,Total,0
2017,Venezuela,Two-parent,18+,Male,0
2017,Venezuela,Two-parent,18+,Female,0
2017,Venezuela,Single-parent,Total,Total,0
2017,Venezuela,Single-parent,Total,Male,0
2017,Venezuela,Single-parent,Total,Female,0
2017,Venezuela,Single-parent,0-17,Total,0
2017,Venezuela,Single-parent,0-17,Male,0
2017,Venezuela,Single-parent,0-17,Female,0
2017,Venezuela,Single-parent,18+,Total,0
2017,Venezuela,Single-parent,18+,Male,0
2017,Venezuela,Single-parent,18+,Female,0
2017,United States,Total,Total,Total,2
2017,United States,Total,Total,Male,2
2017,United States,Total,Total,Female,0
2017,United States,Total,0-17,Total,2
2017,United States,Total,0-17,Male,2
2017,United States,Total,0-17,Female,0
2017,United States,Total,18+,Total,0
2017,United States,Total,18+,Male,0
2017,United States,Total,18+,Female,0
2017,United States,Two-parent,Total,Total,1
2017,United States,Two-parent,Total,Male,1
2017,United States,Two-parent,Total,Female,0
2017,United States,Two-parent,0-17,Total,1
2017,United States,Two-parent,0-17,Male,1
2017,United States,Two-parent,0-17,Female,0
2017,United States,Two-parent,18+,Total,0
2017,United States,Two-parent,18+,Male,0
2017,United States,Two-parent,18+,Female,0
2017,United States,Single-parent,Total,Total,1
2017,United States,Single-parent,Total,Male,1
2017,United States,Single-parent,Total,Female,0
2017,United States,Single-parent,0-17,Total,1
2017,United States,Single-parent,0-17,Male,1
2017,United States,Single-parent,0-17,Female,0
2017,United States,Single-parent,18+,Total,0
2017,United States,Single-parent,18+,Male,0
2017,United States,Single-parent,18+,Female,0
2017,ASIA,Total,Total,Total,52
2017,ASIA,Total,Total,Male,31
2017,ASIA,Total,Total,Female,21
2017,ASIA,Total,0-17,Total,50
2017,ASIA,Total,0-17,Male,30
2017,ASIA,Total,0-17,Female,20
2017,ASIA,Total,18+,Total,2
2017,ASIA,Total,18+,Male,1
2017,ASIA,Total,18+,Female,1
2017,ASIA,Two-parent,Total,Total,42
2017,ASIA,Two-parent,Total,Male,27
2017,ASIA,Two-parent,Total,Female,15
2017,ASIA,Two-parent,0-17,Total,41
2017,ASIA,Two-parent,0-17,Male,26
2017,ASIA,Two-parent,0-17,Female,15
2017,ASIA,Two-parent,18+,Total,1
2017,ASIA,Two-parent,18+,Male,1
2017,ASIA,Two-parent,18+,Female,0
2017,ASIA,Single-parent,Total,Total,10
2017,ASIA,Single-parent,Total,Male,4
2017,ASIA,Single-parent,Total,Female,6
2017,ASIA,Single-parent,0-17,Total,9
2017,ASIA,Single-parent,0-17,Male,4
2017,ASIA,Single-parent,0-17,Female,5
2017,ASIA,Single-parent,18+,Total,1
2017,ASIA,Single-parent,18+,Male,0
2017,ASIA,Single-parent,18+,Female,1
2017,Afghanistan,Total,Total,Total,1
2017,Afghanistan,Total,Total,Male,1
2017,Afghanistan,Total,Total,Female,0
2017,Afghanistan,Total,0-17,Total,0
2017,Afghanistan,Total,0-17,Male,0
2017,Afghanistan,Total,0-17,Female,0
2017,Afghanistan,Total,18+,Total,1
2017,Afghanistan,Total,18+,Male,1
2017,Afghanistan,Total,18+,Female,0
